antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'食品', '家居'})",frozenset({'服装'}),0.1136085333333333,0.4872140740740741,0.0495457481481481,0.4361093898006615,0.8951083579214445,1.0,-0.005805928226765469,0.9093712799095081,-0.11676578186300351,0.08987452913354974,-0.09966085590421384,0.2689006687592626
frozenset({'服装'}),"frozenset({'食品', '家居'})",0.4872140740740741,0.1136085333333333,0.0495457481481481,0.10169194771786368,0.8951083579214446,1.0,-0.005805928226765469,0.9867344107790242,-0.186014166899278,0.08987452913354974,-0.013443930885619567,0.2689006687592626
frozenset({'食品'}),"frozenset({'服装', '家居'})",0.4846506962962963,0.1140722962962963,0.0495457481481481,0.1022298090702789,0.896184370697183,1.0,-0.005739469679969328,0.986808999289948,-0.18352891276359495,0.09021813749451559,-0.013367329158472833,0.26828309416926344
frozenset({'家居'}),"frozenset({'服装', '食品'})",0.2510897777777778,0.2226465777777777,0.0495457481481481,0.1973228404065004,0.8862603790094956,1.0,-0.006358531589056825,0.9684509057363709,-0.14629471982000627,0.11680067234624703,-0.032576864843386504,0.20992688101262189
"frozenset({'食品', '电子产品'})",frozenset({'家居'}),0.2212783703703703,0.2510897777777778,0.0492291259259259,0.22247599638196627,0.8860416316066215,1.0,-0.006331610917399193,0.9631988449711343,-0.14175016841227453,0.11634267543415547,-0.03820722504081542,0.20926892235209174
"frozenset({'食品', '家居'})",frozenset({'电子产品'}),0.1136085333333333,0.4842086518518518,0.0492291259259259,0.4333224317004877,0.8949084863379656,1.0,-0.0057811088382735895,0.9102025155079569,-0.11698532256902068,0.08973787361029767,-0.09865659890198145,0.26749583615044864
"frozenset({'电子产品', '家居'})",frozenset({'食品'}),0.113472474074074,0.4846506962962963,0.0492291259259259,0.43384200730292954,0.8951643123972645,1.0,-0.005765387644537497,0.9102570490061904,-0.1166884978852765,0.08968784854598391,-0.09859077838703911,0.2677092582667322
frozenset({'食品'}),"frozenset({'电子产品', '家居'})",0.4846506962962963,0.113472474074074,0.0492291259259259,0.10157650923053488,0.8951643123972646,1.0,-0.005765387644537497,0.9867590674489702,-0.18517037462161032,0.08968784854598391,-0.013418607426897981,0.2677092582667322
frozenset({'电子产品'}),"frozenset({'食品', '家居'})",0.4842086518518518,0.1136085333333333,0.0492291259259259,0.10166924060040962,0.8949084863379656,1.0,-0.0057811088382735895,0.9867094690814067,-0.18545204458576559,0.08973787361029767,-0.013469548367632846,0.26749583615044864
frozenset({'家居'}),"frozenset({'食品', '电子产品'})",0.2510897777777778,0.2212783703703703,0.0492291259259259,0.1960618483222172,0.8860416316066216,1.0,-0.006331610917399193,0.9686337537340064,-0.14656572384016273,0.11634267543415547,-0.032381946370420446,0.20926892235209174
"frozenset({'服装', '电子产品'})",frozenset({'家居'}),0.2224253629629629,0.2510897777777778,0.049437037037037,0.22226348820331698,0.8851952881969851,1.0,-0.006411697921474918,0.9629356611947303,-0.14295015018676066,0.11657531149398327,-0.03849098158778672,0.20957668573681798
"frozenset({'服装', '家居'})",frozenset({'电子产品'}),0.1140722962962963,0.4842086518518518,0.049437037037037,0.4333833774032839,0.8950343529505574,1.0,-0.005797755766237617,0.9103004175633896,-0.11690108718393741,0.0900748574161164,-0.09853843929535938,0.26774100065421186
"frozenset({'电子产品', '家居'})",frozenset({'服装'}),0.113472474074074,0.4872140740740741,0.049437037037037,0.43567426761810857,0.8942152757924443,1.0,-0.005848349351857338,0.9086701110749857,-0.11773072156730117,0.08968177937680268,-0.10050940138987091,0.26857154365855385
frozenset({'服装'}),"frozenset({'电子产品', '家居'})",0.4872140740740741,0.113472474074074,0.049437037037037,0.10146881969899907,0.8942152757924443,1.0,-0.005848349351857338,0.9866408037492324,-0.18745330602073063,0.08968177937680268,-0.01354008084806822,0.26857154365855385
frozenset({'电子产品'}),"frozenset({'服装', '家居'})",0.4842086518518518,0.1140722962962963,0.049437037037037,0.10209862390513982,0.8950343529505574,1.0,-0.005797755766237617,0.9866648245453946,-0.1852498547755294,0.0900748574161164,-0.013515405761778771,0.26774100065421186
frozenset({'家居'}),"frozenset({'服装', '电子产品'})",0.2510897777777778,0.2224253629629629,0.049437037037037,0.19688988327031898,0.8851952881969852,1.0,-0.006411697921474918,0.9682042609590997,-0.1476138898735761,0.11657531149398327,-0.03283990819189698,0.20957668573681798
frozenset({'服装'}),frozenset({'玩具'}),0.4872140740740741,0.2003952,0.0909296592592592,0.18663184028923313,0.931318915269593,1.0,-0.0067057025576297,0.9830785609856413,-0.12573235026869456,0.15239276992474443,-0.0172127027135991,0.32019176162998947
frozenset({'玩具'}),frozenset({'服装'}),0.2003952,0.4872140740740741,0.0909296592592592,0.4537516829707458,0.931318915269593,1.0,-0.0067057025576297,0.9387414293826809,-0.08444034095806018,0.15239276992474443,-0.06525606381046045,0.32019176162998947
frozenset({'电子产品'}),frozenset({'玩具'}),0.4842086518518518,0.2003952,0.090376474074074,0.18664778856889475,0.9313984994096403,1.0,-0.0066566155555082135,0.983097837274068,-0.12495519572151008,0.1520907273105682,-0.017192757511092043,0.3188195001524372
frozenset({'玩具'}),frozenset({'电子产品'}),0.2003952,0.4842086518518518,0.090376474074074,0.45099121173597967,0.9313984994096403,1.0,-0.0066566155555082135,0.9394956131378033,-0.08434414959007044,0.1520907273105682,-0.06440092536474895,0.3188195001524372
frozenset({'食品'}),frozenset({'玩具'}),0.4846506962962963,0.2003952,0.0903851851851851,0.18649552322096977,0.9306386740848572,1.0,-0.006736488029250462,0.9829138287793273,-0.1263491946840314,0.15199454663198156,-0.01738318326632135,0.3187651023082289
frozenset({'玩具'}),frozenset({'食品'}),0.2003952,0.4846506962962963,0.0903851851851851,0.451034681395488,0.9306386740848572,1.0,-0.006736488029250462,0.9387647748199078,-0.08526237764513647,0.15199454663198156,-0.06522957275622045,0.3187651023082289
frozenset({'玩具'}),frozenset({'家居'}),0.2003952,0.2510897777777778,0.0461178962962963,0.2301347352446381,0.9165436254769178,1.0,-0.004199289939437037,0.9727808962263045,-0.1022337424122875,0.1137682323087281,-0.02798071372421696,0.20690283919040506
frozenset({'家居'}),frozenset({'玩具'}),0.2510897777777778,0.2003952,0.0461178962962963,0.18367094313617202,0.9165436254769177,1.0,-0.004199289939437037,0.9795128487425412,-0.10840387057805745,0.1137682323087281,-0.02091565341257078,0.20690283919040506
"frozenset({'服装', '电子产品'})",frozenset({'玩具'}),0.2224253629629629,0.2003952,0.0392557037037037,0.17648933188541252,0.8807063836130432,1.0,-0.005317271392331839,0.9709707851516732,-0.14835511258289152,0.102344369553338,-0.02989710431276485,0.18619038446217107
"frozenset({'服装', '玩具'})",frozenset({'电子产品'}),0.0909296592592592,0.4842086518518518,0.0392557037037037,0.4317150644079464,0.8915889106005352,1.0,-0.004773224019570442,0.9076280503736804,-0.11797559194152706,0.07325429704394075,-0.10177291191946854,0.2563934701240936
"frozenset({'电子产品', '玩具'})",frozenset({'服装'}),0.090376474074074,0.4872140740740741,0.0392557037037037,0.43435754830985224,0.8915127280247949,1.0,-0.004776986430375822,0.9065548817874512,-0.11799428085364334,0.07292060714408179,-0.1030771772231853,0.25746466263044604
frozenset({'服装'}),"frozenset({'电子产品', '玩具'})",0.4872140740740741,0.090376474074074,0.0392557037037037,0.08057177695103984,0.8915127280247948,1.0,-0.004776986430375822,0.9893360929355417,-0.1917947842334742,0.07292060714408179,-0.010778851737650183,0.25746466263044604
frozenset({'电子产品'}),"frozenset({'服装', '玩具'})",0.4842086518518518,0.0909296592592592,0.0392557037037037,0.08107187584024078,0.8915889106005352,1.0,-0.004773224019570442,0.9892725196238475,-0.19076889533684235,0.07325429704394075,-0.010843807104064095,0.2563934701240936
frozenset({'玩具'}),"frozenset({'服装', '电子产品'})",0.2003952,0.2224253629629629,0.0392557037037037,0.19589143703892958,0.8807063836130433,1.0,-0.005317271392331839,0.9670020602363391,-0.14485983121515264,0.102344369553338,-0.03412396014502394,0.18619038446217107
"frozenset({'服装', '食品'})",frozenset({'玩具'}),0.2226465777777777,0.2003952,0.0392175703703703,0.17614270455804237,0.8789766649003687,1.0,-0.005399735112723014,0.970562261721616,-0.15047060499454828,0.10217586492334782,-0.030330602620141377,0.18592192547231698
"frozenset({'服装', '玩具'})",frozenset({'食品'}),0.0909296592592592,0.4846506962962963,0.0392175703703703,0.43129569262492146,0.8899103950966869,1.0,-0.0048515523036146355,0.906181467276657,-0.11978229854473726,0.07311762011383768,-0.10353172748643302,0.25610747081116797
"frozenset({'食品', '玩具'})",frozenset({'服装'}),0.0903851851851851,0.4872140740740741,0.0392175703703703,0.433893787903622,0.8905608663465139,1.0,-0.004819363939643377,0.9058122221040485,-0.11901942477148685,0.07284343279079095,-0.10398157101167091,0.25719364836351527
frozenset({'服装'}),"frozenset({'食品', '玩具'})",0.4872140740740741,0.0903851851851851,0.0392175703703703,0.08049350882340853,0.8905608663465139,1.0,-0.004819363939643377,0.989242407251395,-0.19331908273575782,0.07284343279079095,-0.010874577019494102,0.25719364836351527
frozenset({'食品'}),"frozenset({'服装', '玩具'})",0.4846506962962963,0.0909296592592592,0.0392175703703703,0.08091924899741447,0.889910395096687,1.0,-0.0048515523036146355,0.9891082364080361,-0.19357969242653447,0.07311762011383768,-0.011011700429790624,0.25610747081116797
frozenset({'玩具'}),"frozenset({'服装', '食品'})",0.2003952,0.2226465777777777,0.0392175703703703,0.19570114638659158,0.8789766649003687,1.0,-0.005399735112723014,0.9664982347418121,-0.14689842011377507,0.10217586492334782,-0.03466303822803935,0.18592192547231698
"frozenset({'食品', '电子产品'})",frozenset({'玩具'}),0.2212783703703703,0.2003952,0.0390290074074074,0.17637967661313486,0.8801591885091802,1.0,-0.005314115878637032,0.9708415119139979,-0.14882623801813336,0.10199807127844937,-0.030034241148708878,0.1855699337564769
"frozenset({'食品', '玩具'})",frozenset({'电子产品'}),0.0903851851851851,0.4842086518518518,0.0390290074074074,0.4318075725290939,0.8917799607207545,1.0,-0.00473628125849105,0.907775822433957,-0.11770771637178316,0.0728744780242533,-0.10159356009148682,0.2562056347116382
"frozenset({'电子产品', '玩具'})",frozenset({'食品'}),0.090376474074074,0.4846506962962963,0.0390290074074074,0.4318491931364638,0.8910524557927144,1.0,-0.004772013681396736,0.9070642820146257,-0.11848952705037205,0.07281556188860348,-0.10245769768263885,0.256189686153027
frozenset({'食品'}),"frozenset({'电子产品', '玩具'})",0.4846506962962963,0.090376474074074,0.0390290074074074,0.08053017916959022,0.8910524557927145,1.0,-0.004772013681396736,0.9892913343304828,-0.1917581439490125,0.07281556188860348,-0.010824582504570787,0.256189686153027
frozenset({'电子产品'}),"frozenset({'食品', '玩具'})",0.4842086518518518,0.0903851851851851,0.0390290074074074,0.0806036968941825,0.8917799607207546,1.0,-0.00473628125849105,0.9893609662580111,-0.1904637127265954,0.0728744780242533,-0.010753439952485799,0.2562056347116382
frozenset({'玩具'}),"frozenset({'食品', '电子产品'})",0.2003952,0.2212783703703703,0.0390290074074074,0.19476019089981894,0.8801591885091802,1.0,-0.005314115878637032,0.9670679725829946,-0.14550492270275006,0.10199807127844937,-0.03405347747071536,0.1855699337564769
frozenset({'食品'}),frozenset({'汽车用品'}),0.4846506962962963,0.1310969777777778,0.0589587259259259,0.12165199880344515,0.9279542584853268,1.0,-0.0045775156364141825,0.989246882828371,-0.13092885857186398,0.10589061819926496,-0.010870003593930507,0.28569283815473606
frozenset({'汽车用品'}),frozenset({'食品'}),0.1310969777777778,0.4846506962962963,0.0589587259259259,0.449733677506027,0.9279542584853269,1.0,-0.0045775156364141825,0.9365452375278668,-0.08202414238607783,0.10589061819926496,-0.06775408162837958,0.28569283815473606
frozenset({'电子产品'}),frozenset({'汽车用品'}),0.4842086518518518,0.1310969777777778,0.0589094222222222,0.12166123425701632,0.9280247059794469,1.0,-0.0045688686494077535,0.9892572844456208,-0.13071149796033346,0.1058767501250907,-0.010859374728182585,0.28550941301226773
frozenset({'汽车用品'}),frozenset({'电子产品'}),0.1310969777777778,0.4842086518518518,0.0589094222222222,0.44935759176751916,0.928024705979447,1.0,-0.0045688686494077535,0.936708361791091,-0.0819447994643267,0.1058767501250907,-0.06756813624241434,0.28550941301226773
frozenset({'服装'}),frozenset({'汽车用品'}),0.4872140740740741,0.1310969777777778,0.0592600888888888,0.12163049477072194,0.9277902269943822,1.0,-0.004612203753020669,0.9892226643221355,-0.13177746354937184,0.10600122853703904,-0.010894752078137894,0.28683147557538247
frozenset({'汽车用品'}),frozenset({'服装'}),0.1310969777777778,0.4872140740740741,0.0592600888888888,0.45203245638004297,0.9277902269943823,1.0,-0.004612203753020669,0.9357961651129628,-0.08220887972057841,0.10600122853703904,-0.06860878178453213,0.28683147557538247
frozenset({'汽车用品'}),frozenset({'玩具'}),0.1310969777777778,0.2003952,0.0238481481481481,0.18191226489273496,0.9077675757340243,1.0,-0.0024230569330252333,0.9774071480183704,-0.10469127019336946,0.07751864444390066,-0.023115087737423583,0.1504589252980628
frozenset({'玩具'}),frozenset({'汽车用品'}),0.2003952,0.1310969777777778,0.0238481481481481,0.1190055857033906,0.9077675757340243,1.0,-0.0024230569330252333,0.9862752908779325,-0.11274148273825715,0.07751864444390066,-0.013915698029756427,0.1504589252980628
frozenset({'汽车用品'}),frozenset({'家居'}),0.1310969777777778,0.2510897777777778,0.0300536296296296,0.22924731095306747,0.9130093346769315,1.0,-0.0028634813879309003,0.9716608619922955,-0.09881852813536433,0.08534735137628495,-0.029165667895275537,0.1744700377060564
frozenset({'家居'}),frozenset({'汽车用品'}),0.2510897777777778,0.1310969777777778,0.0300536296296296,0.11969276445904536,0.9130093346769315,1.0,-0.0028634813879309003,0.9870451896130055,-0.1128645628608006,0.08534735137628495,-0.013124840203186442,0.1744700377060564
"frozenset({'服装', '食品'})",frozenset({'汽车用品'}),0.2226465777777777,0.1310969777777778,0.0254446518518518,0.11428269909114869,0.8717416757300771,1.0,-0.0037436416073797947,0.9810162015923416,-0.1591472647598669,0.0775045288448971,-0.01935115686860719,0.1541864999493578
"frozenset({'服装', '汽车用品'})",frozenset({'食品'}),0.0592600888888888,0.4846506962962963,0.0254446518518518,0.42937248878515677,0.8859421683831759,1.0,-0.003275791490728569,0.9031273353900262,-0.12037778722624626,0.04907678672908202,-0.10726357271440372,0.24093675021697933
"frozenset({'食品', '汽车用品'})",frozenset({'服装'}),0.0589587259259259,0.4872140740740741,0.0254446518518518,0.43156719301939717,0.8857855632343318,1.0,-0.003280869208735295,0.902104733626721,-0.12050793832749145,0.04886359983100577,-0.10851873704255162,0.24189599063563602
frozenset({'服装'}),"frozenset({'食品', '汽车用品'})",0.4872140740740741,0.0589587259259259,0.0254446518518518,0.052224788251874876,0.8857855632343318,1.0,-0.003280869208735295,0.9928950054922512,-0.2009286504280983,0.04886359983100577,-0.007155836688116364,0.24189599063563602
frozenset({'食品'}),"frozenset({'服装', '汽车用品'})",0.4846506962962963,0.0592600888888888,0.0254446518518518,0.05250101164880189,0.8859421683831759,1.0,-0.003275791490728569,0.9928664016287249,-0.19988141015844038,0.04907678672908202,-0.007184852221379383,0.24093675021697933
frozenset({'汽车用品'}),"frozenset({'服装', '食品'})",0.1310969777777778,0.2226465777777777,0.0254446518518518,0.19409030080756687,0.8717416757300771,1.0,-0.0037436416073797947,0.9645664061385216,-0.14480729250553712,0.0775045288448971,-0.036735256003089196,0.1541864999493578
"frozenset({'食品', '汽车用品'})",frozenset({'电子产品'}),0.0589587259259259,0.4842086518518518,0.0252400888888888,0.42809759696299654,0.884118024999638,1.0,-0.003308236306606604,0.9018870097574591,-0.12225468020428065,0.048732880908894466,-0.108786343722731,0.24011203464256056
"frozenset({'食品', '电子产品'})",frozenset({'汽车用品'}),0.2212783703703703,0.1310969777777778,0.0252400888888888,0.1140648715310157,0.8700800999727608,1.0,-0.003768836714258518,0.9807749961600509,-0.1608974760692199,0.07715490206112474,-0.01960184947130512,0.15329738907233856
"frozenset({'电子产品', '汽车用品'})",frozenset({'食品'}),0.0589094222222222,0.4846506962962963,0.0252400888888888,0.4284558893427335,0.8840509105155447,1.0,-0.0033104036095237023,0.9016789677196748,-0.12231935015755749,0.04869595509732537,-0.10904217110550637,0.24026740884811684
frozenset({'食品'}),"frozenset({'电子产品', '汽车用品'})",0.4846506962962963,0.0589094222222222,0.0252400888888888,0.0520789283535002,0.8840509105155446,1.0,-0.0033104036095237023,0.9927942377556206,-0.20286988759470512,0.04869595509732537,-0.007258062114330196,0.24026740884811684
frozenset({'汽车用品'}),"frozenset({'食品', '电子产品'})",0.1310969777777778,0.2212783703703703,0.0252400888888888,0.1925299066136614,0.8700800999727609,1.0,-0.003768836714258518,0.9643968686986975,-0.14664719329027884,0.07715490206112474,-0.03691751026664308,0.15329738907233856
frozenset({'电子产品'}),"frozenset({'食品', '汽车用品'})",0.4842086518518518,0.0589587259259259,0.0252400888888888,0.05212647232212456,0.884118024999638,1.0,-0.003308236306606604,0.9927920198166741,-0.20262543816040615,0.048732880908894466,-0.007260312371020973,0.24011203464256056
"frozenset({'服装', '电子产品'})",frozenset({'汽车用品'}),0.2224253629629629,0.1310969777777778,0.0253755259259259,0.11408557723766108,0.8702380418795566,1.0,-0.0037837669396438046,0.9807979189603054,-0.1609077461777095,0.07732979501948309,-0.01957801976175661,0.15382429478344978
"frozenset({'服装', '汽车用品'})",frozenset({'电子产品'}),0.0592600888888888,0.4842086518518518,0.0253755259259259,0.4282060051159286,0.8843419122691394,1.0,-0.003318721823583847,0.9020580012434768,-0.12205449774993857,0.048978688005007036,-0.10857616541454247,0.24030609272258385
"frozenset({'电子产品', '汽车用品'})",frozenset({'服装'}),0.0589094222222222,0.4872140740740741,0.0253755259259259,0.43075496191768076,0.8841184703793891,1.0,-0.0033259736763127726,0.9008175594352239,-0.12224859181369681,0.048728996308671405,-0.1101026945200307,0.2414189350918627
frozenset({'服装'}),"frozenset({'电子产品', '汽车用品'})",0.4872140740740741,0.0589094222222222,0.0253755259259259,0.05208290826604469,0.8841184703793892,1.0,-0.0033259736763127726,0.9927984060887749,-0.20357055726123538,0.048728996308671405,-0.007253833071304508,0.2414189350918627
frozenset({'电子产品'}),"frozenset({'服装', '汽车用品'})",0.4842086518518518,0.0592600888888888,0.0253755259259259,0.052406180329239105,0.8843419122691395,1.0,-0.003318721823583847,0.9927670396140499,-0.20227230220266607,0.048978688005007036,-0.0072856572562702455,0.24030609272258385
frozenset({'汽车用品'}),"frozenset({'服装', '电子产品'})",0.1310969777777778,0.2224253629629629,0.0253755259259259,0.19356301232923845,0.8702380418795564,1.0,-0.0037837669396438046,0.9642100361528707,-0.14647233952443997,0.07732979501948309,-0.03711843115627456,0.15382429478344978
frozenset({'办公'}),frozenset({'电子产品'}),0.1367248888888889,0.4842086518518518,0.0614391407407407,0.44936325229468604,0.928036396243851,1.0,-0.004764233382742421,0.9367179911214096,-0.08242174196901286,0.10981189577722442,-0.06755716179085129,0.28812446272798575
frozenset({'电子产品'}),frozenset({'办公'}),0.4842086518518518,0.1367248888888889,0.0614391407407407,0.1268856731612854,0.928036396243851,1.0,-0.004764233382742421,0.9887308964872581,-0.13069161122290712,0.10981189577722442,-0.01139754361149084,0.28812446272798575
frozenset({'服装'}),frozenset({'办公'}),0.4872140740740741,0.1367248888888889,0.0618516148148148,0.12694956510105068,0.9285036991634914,1.0,-0.00476267532806586,0.9888032542026399,-0.13055825204287472,0.11003915142119992,-0.011323532512429915,0.2896648175816719
frozenset({'办公'}),frozenset({'服装'}),0.1367248888888889,0.4872140740740741,0.0618516148148148,0.4523800700622931,0.9285036991634914,1.0,-0.00476267532806586,0.9363901821182012,-0.08189252072795063,0.11003915142119992,-0.06793088938406806,0.2896648175816719
frozenset({'办公'}),frozenset({'食品'}),0.1367248888888889,0.4846506962962963,0.0615144592592592,0.449914128723481,0.9283265910102423,1.0,-0.004749353341774558,0.9368524636122606,-0.08209310508609274,0.10987449638966011,-0.06740392840966528,0.2884197393659787
frozenset({'食品'}),frozenset({'办公'}),0.4846506962962963,0.1367248888888889,0.0615144592592592,0.12692535000847638,0.9283265910102423,1.0,-0.004749353341774558,0.9887758293285601,-0.13029494617528317,0.10987449638966011,-0.011351582773884964,0.2884197393659787
frozenset({'办公'}),frozenset({'家居'}),0.1367248888888889,0.2510897777777778,0.0313535407407407,0.22931845836949646,0.9132926891689329,1.0,-0.002976681227061774,0.9717505633231847,-0.09907933121022597,0.0879578121156922,-0.029070666633017585,0.17709414990957667
frozenset({'家居'}),frozenset({'办公'}),0.2510897777777778,0.1367248888888889,0.0313535407407407,0.12486984144965689,0.9132926891689329,1.0,-0.002976681227061774,0.9864533894490963,-0.11250731482114316,0.0879578121156922,-0.013732641294353448,0.17709414990957667
frozenset({'办公'}),frozenset({'玩具'}),0.1367248888888889,0.2003952,0.0249249185185185,0.18229978989980405,0.909701379572984,1.0,-0.0024740929353481676,0.9778703614397033,-0.10312521269936906,0.07983761724740653,-0.022630442063624356,0.15333930497199463
frozenset({'玩具'}),frozenset({'办公'}),0.2003952,0.1367248888888889,0.0249249185185185,0.1243788200441852,0.9097013795729841,1.0,-0.0024740929353481676,0.9859002167520358,-0.11042998315476925,0.07983761724740653,-0.014301430315549373,0.15333930497199463
"frozenset({'服装', '办公'})",frozenset({'电子产品'}),0.0618516148148148,0.4842086518518518,0.0265163555555555,0.4287091878675455,0.8853810980616537,1.0,-0.0034327314687859975,0.9028525178321288,-0.12125933609417269,0.051037756363743886,-0.10760061056387754,0.24173571925458634
"frozenset({'服装', '电子产品'})",frozenset({'办公'}),0.2224253629629629,0.1367248888888889,0.0265163555555555,0.11921462194026346,0.8719306551212094,1.0,-0.003894727481626385,0.9801197120379105,-0.15888304125837888,0.07971633634094778,-0.0202835303870723,0.15657705719206624
"frozenset({'办公', '电子产品'})",frozenset({'服装'}),0.0614391407407407,0.4872140740740741,0.0265163555555555,0.43158734376589886,0.8858269223566847,1.0,-0.0034176585123512036,0.902136714061368,-0.12074453176598311,0.05078430125230673,-0.10847944043653555,0.2430058943602542
frozenset({'服装'}),"frozenset({'办公', '电子产品'})",0.4872140740740741,0.0614391407407407,0.0265163555555555,0.05442444495460954,0.8858269223566847,1.0,-0.0034176585123512036,0.9925815597191548,-0.200863011038046,0.05078430125230673,-0.00747388484926526,0.2430058943602542
